text,category
stand firm rebate britain rebate renegotiation next week european council summit jack straw said foreign secretary told rebate secured margaret thatcher entirely justified new european commission president jose manuel barroso suggested cash could shared among net contributor budget straw acknowledged country newly enlarged nation still see light rebate foreign secretary told common foreign affair committee position clear entirely justified negotiation added think would political price pay stance britain contributed received less state twoday european council summit brussels begin december widely expected mark beginning lengthy negotiating period budget wrangling could stretch even france germany austria netherlands sweden want budget capped member state combined national income commission want straw said commission proposal would mean hike budget dont know national government thinking increasing budget amount added foreign secretary said hoped talk next week could produce date beginning negotiation turkey possible membership although would prospect date joining time,politics
brown ally reject budget spree chancellor gordon brown closest ally denied suggestion budget giveaway march ball exchief economic adviser treasury said would spending spree polling day ball prospective labour said confident chancellor would meet fiscal rule speaking sir digby jones cbi director general warned brown tempted use extra cash preelection bribe ball stepped treasury post stand labour candidate election suggested brown would meet golden economic rule margin spare said hoped would done build current tax credit rule also stressed rise interest rate ahead expected may election would affect labour party chance winning expectation rate rise gathered pace figure showed house price still rising consumer borrowing rose nearrecord pace january mpc bank england monetary policy committee judge rate rise justified election strength economy predicting believe big election issue britain labour told parliamentary lunch big change political culture interview bbc radio today programme ball said sure brown budget would put risk stability economy dont think well see preelection spending spree certainly see said assurance came sir digby jones said stability important extra cash spent improving worker skill message chancellor please dont give away form electioneering sir digby added dont think say prudent chancellor right way stability key word british business need boring stability anything would say dont increase public spending dont give away going anywhere add something competitiveness britain put skilling people would good way spend excess ball refused say whether brown would remain chancellor election amid speculation offered job foreign secretary think gordon brown want part successful labour government delivers third term priority people see conservative party take britain backwards ball told today prime minister tony blair yet name date election pundit betting may,politics
budget bring smiling voter tory spokesman oliver letwin said chancellor would use preelection budget offer vote winning sweetener wouldnt everyone indeed expect gordon brown last budget expected polling day may plenty talk taking risk economy handing irresponsible giveaway brown stun westminster break every historical precedent fails something designed put smile voter face make inclined back labour election already speculation possible tax reduction poorest increasing threshold stamp duty week budget aim package keep disillusioned core labour voter fold ensuring middle england voter gave tony blair two election victory dont desert third poll needless say plenty analysis impact budget brown ambition replace blair prime minister point third win shadow hanging preelection performance shape billion thereabouts size financial black hole tory backed independent forecaster believe brown fill tax increase election opening shot battle fired weekend claim treasury leak suggested brown ready slap capital gain tax home sale raise cash immediately denied tory remain suspicious claiming letwin said money come come brown undoubtedly claim forecast simply wrong absolutely need raise tax election labour win previous gloomy forecast proved wrong argue suggesting sticking britain continue sound economy low unemployment high public spending opposition reject claiming keep economy sound increase spending cut tax time liberal democrat also promise run sound economy based increased tax fund spending amongst thing abolishing council tax favour local income tax prolonged argument party make greatest saving whitehall beyond fund policy probably boil simple question party voter trust keep economy stable avoid unpleasant surprise coming year probably still answer one question overwhelmingly decide outcome general election,politics
budget set scene election gordon brown seek put economy centre labour bid third term power delivers ninth budget gmt expected stress importance continued economic stability low unemployment interest rate chancellor expected freeze petrol duty raise stamp duty threshold conservative lib dems insist voter face higher tax meanstesting labour treasury official said preelection giveaway brown thought spare increase stamp duty threshold freeze petrol duty extension tax credit scheme poorer family possible help pensioner stamp duty threshold rise intended help first time buyer likely theme three main party general election manifesto ten year ago buyer much greater chance avoiding stamp duty close half million property england wale alone selling less since average property price doubled starting threshold stamp duty increased tax credit result number property incurring stamp duty rocketed government tax take liberal democrat unveiled proposal raise stamp duty threshold february tory also thought likely propose increased threshold shadow chancellor oliver letwin branding stamp duty classic labour stealth tax tory say whatever chancellor give away clawed back higher tax labour returned power shadow treasury chief secretary george osborne said everyone look british economy moment say sharp deterioration public finance black hole said labour elected substantial tax increase budget election order around brown former advisor ball parliamentary hopeful said examination tory plan economy showed would difference investment end next parliament two main party added dont accept need change plan set meet spending commitment lib dems david law said chancellor doubt tell today wonderfully economy said lot built increase personal consumer debt last year make economy quite vulnerable potentially interest rate ever significant way snp leader alex salmond said party would introduce grant first time buyer reduce corporation tax introduce citizen pension free mean testing plaid cymru economics spokesman adam price said wanted help get people housing ladder increase minimum wage hour,politics
brown come shooting labour may abolished hunting didnt stop chancellor gordon brown using budget fire barrel opposition party core election fox specifically saw attempting slaughter council tax election issue tear limb limb wider policy pensioner family relatively short speech kept best last clearly give exactly preelection boost everyone predicting couple child pensioner patient youngster something pulled brown red box attempt persuade stick switch new labour government like surgeon attempted target handout absolute precision onto exactly group government need appeal election campaign announcement brought great cheer fullon election mode looking man give ammunition doorstep obviously believed done coincidentally given image prime ministerinwaiting another little boost labour example undoubtedly engage debate exactly redistributive lovely old labour word chancellor really gordon brown never going put show even cast man win labour historic third term demeanour remained quiet confident reassuring prudence made appearance albeit towards end address assured voter would nothing mess economic stability brought britain claimed would thrown away anyone else according opposition party however one big con trick always accused glossing fact black hole centre finance claim would ensure tax increase election obviously increase national insurance contribution election campaign pledged increase income tax liberal democrat leader charles kennedy claimed family distinction income tax tax income meaningless tory leader michael howard said chancellor old trick deliberately recasting forecast give illusion everything treasury larder fresh day first stored away future use branded dodgy vote pay later budget based dodgy figure dodgy government gave britain dodgy dossier chancellor mostly avoided direct electioneering howard felt constraint attack like comparing brown forecast prime minister forecast iraq weapon mass destruction ever period frantic activity opposition party treasury specialist pore chancellor red book set fine detail budget attempt spot flaw particular argument precisely whose policy council tax offer people best deal labour circle undoubtedly argument good prime minister gordon brown make point next election,politics
kennedy criticises unfair tax gordon brown failed tackle fundamental unfairness tax system ninth budget charles kennedy said right poorest society still paying proportion income richest lib dem leader asked new council tax rebate pensioner nothing fix unfair tax added government could patching system added speaking common brown delivered widely thought last budget general election kennedy acknowledged one successful economy world criticised chancellor tory failing address ticking bomb council tax revaluation said recent experience wale indicated seven million household england would pay significantly revaluation chancellor announcement offer council tax rebate paid pensioner household merely sticking plaster much bigger problem lib dem plan local income tax would benefit typical household year half pensioner paying local tax three million better pension kennedy said scandal system discriminated woman missed making national insurance payment child said residency criterion would end stroke fundamental iniquity kennedy added party priority free longterm care elderly abolishing topup fee replacing council tax would funded charging income tax earning per annum contrasted approach brown pledge increase income tax chancellor went put national insurance contribution election individual family household add exactly thing said kennedy wonder people get cynical politician give one impression election exactly opposite election,politics
howard attack pay later budget tory leader michael howard dismissed gordon brown budget vote pay later spending plan simple fact new labour government tax would election plug financial black hole howard said everyone could see chancellor sweetener hid tax rise hard working family said labour faltering election campaign would helped package measure howard added brown budget good country interest labour party tory leader said mockingly welcoming chancellor back election campaign went accuse brown giving one hand taking away urged chancellor admit responsible dragging million people net pay stamp duty inheritance tax see sweetener hide crippling tax rise hardworking family inevitable labour win also accused government chancellor running solution problem britain faced answer tax spend waste get people vote pay later brown liked rattle magical balance conjured thin air bid convince people black hole nation finance tory leader said dodgy government brought dodgy dossier publishing dodgy budget based dodgy number said propose borrow next six year less billion much prudence chancellor forecast surplus better prime minister forecast weapon mass destruction brown council tax rebate pensioner less tory offering howard said nothing budget would put police street make hospital cleaner give parent teacher discipline skill wanted school people would face clear choice election either waste higher tax labour lower tax value money conservative said thats battleground election thats election going say bring concluded loud tory cheering,politics
whitehall cut ahead target thousand civil service job already cut moved london part major costcutting drive chancellor gordon brown said job gone moved south east plan axe job free money education health defence housing overseas aid union oppose plan brown said saving already made job cut expected stage job department environment food rural affair earmarked cut department work pension job lost end month department trade industry inland revenue custom budget statement chancellor said first civil service job cut target civil servant leave london south east end march plan relocate another department health post yorkshire hundred department culture move birmingham newcastle brown also announced plan merge agency nine described one civil service union bonfire quango mark serwotka leader public commercial service union said last year budget day long knife chancellor kicked crude game could cut civil service job government tory time worry thousand hard working civil public servant budget day whether petrol tax would nowadays worry whether job end said brown made welcome announcement closing tax loophole extending new deal cutting people deliver treasury also announced plan reduce number public sector worker sick leave new system check tougher measure suspected abusing system,politics
brown call aid fund gordon brown called rich nation fund plan fight aid epidemic find vaccine fourth day sixday tour africa chancellor predicted vaccine could found world stepped funding pledge doubling spent yearly finding vaccine could advance three year save six million life brown said thursday hope use presidency push issue forward believe generation provided finance combat cure eradicate world deadliest disease today today world least curable disease hivaids rightly earn title great generation brown said speech african tour problem hivaids inseparable poverty added least billion per annum needed address hivaids crisis low middle income country existing financial commitment stop pandemic proposal international finance facility important increasing world aid flow billion doubling world aid halve world poverty brown also said agreed italian finance minister domenico siniscalco push forward plan worldwide sharing coordination research disease currently private sector spending year seeking inoculation market needed boosting brown said called industrialised nation commit buying first vaccine cost thereby boosting market inoculation would large enough inducement create much stronger interest large small pharmaceutical firm brown added must also done finance treatment care living hivaids family said aid charity actionaid criticised brown preoccupation finding vaccine called nation fund hivaids treatment charity head hivaids britain simon wright said encouraging pharmaceutical industry discover hiv vaccine important failure provide funding hiv treatment condemns generation people death hiv decimating african country killing productive adult working caring child building economy hiv vaccine probably least year away treatment needed wednesday brown visited slum kenyan capital nairobi visit hivaids orphanage tanzania womens credit union mozambique chairing meeting commission africa cape town chancellor already unveiled proposal aid package likened marshall plan used united state rebuild europe world war two,politics
heading wrong way say howard tony blair chance tackle problem facing britain failed michael howard said britain heading wrong direction conservative leader said new year message blair government bossy interfering government take decision made individual added labour campaign spokesman fraser kemp responded britain working dont let tory wreck howard also paid tribute nation character generous response asian quake disaster catastrophe overshadowing hope future usually positive time year howard said watched scene destruction sense disbelief scale speed ferocity happened boxing day difficult grasp yet britain response shone light nation character last week shown warm caring heart britain beat strong ever went reflect value briton hold dear looking ahead coming general election pledged turn belief reality set choice say facing britain much tax people want pay give taxpayer value money clean hospital good disciplined school want trusted get grip disorder street chaos immigration system blair failed tackle problem claimed saying wrong solution result big government higher tax eroding incentive undermining enterprise denying people choice worst government wasted people money failed tackle problem family face today tory said cut crime improve public service without asking people pay tax progress without losing make britain great tolerance respect rule law ability everyone fulfil potential simply need change direction election give britain chance change record blair defend coming month said urging voter hold account labour spokesman kemp said would appropriate message come april january let never forget michael howard government britain suffered mass unemployment interest rate record home repossession introduction poll tax labour britain working rather alluding false promise michael howard starting apology british people misery government member inflicted upon country,politics
act detention ruling urged government must act quickly law lord ruling detention foreign terror suspect without trial unlawful mary robinson said former commissioner human right irish president told radio today government response would scrutinised internationally would troubling government accept judgement work within said home secretary charles clarke said detainee freed present speaking parliament first day office home secretary following david blunketts resignation clarke said asking parliament renew legislation new year meantime studying judgement carefully see whether possible modify legislation address concern raised house lord robinson said law lord ruling line international legal opinion praised decisive eight one majority law lord acknowledge role government say disproportionate use amounted executive detention discriminatory didnt apply british citizen said robinson warned lack action british government could lead action legal arena european court human right strasbourg government accept ruling redress including possible damage individual could claim government either tardy resisting implication judgement law lord said meeting club madrid group former world leader held spanish capital march anniversary train bombing would probably discus ruling implication doubt judgement looked positive step clarifying law restating fundamental principle also response british government quite clear international scrutiny detainee took case house lord court appeal backed home office power hold without limit charge government opted part european convention human right concerning right fair trial order bring antiterrorism legislation response september attack foreign national suspected link terrorism detained opt deported law lord said rule incompatible european convention human right allowed detention way discriminates ground nationality immigration status case heard panel nine law lord rather usual five constitutional importance case,politics
baa support ahead court battle airport operator baa reiterated support government aviation expansion plan airport throughout country comment come day ahead high court challenge resident group local council government white paper judicial review centre government plan expansion heathrow stansted luton airport baa operates three said consulting local community areconsulting voluntary compensation scheme beyond statutory obligation baa spokesman said group challenging plan include stop stansted expansion heathrow antinoise campaigner hacan clearskies london borough hillingdon wandsworth heathrow gatwick edinburgh glasgow airport baa launched series consultation blight property proposed expansion september close next week company also offering buy noisehit property indexlinked unblighted price among measure baa set homeowner support scheme people living near stansted launched special scheme close airport far enough away covered homeowner scheme heathrow baa said working closely interested party see strict environmental air quality noise target third runway met gatwick company written home business likely affected extra runway stop stansted expansion said white paper published december fundamentally flawed follow proper consultation process underestimate scale challenge court never overturned government white paper said stop stansted expansion chairman peter sander said hacan chairman john stewart said almost exactly year ago government published year aviation white paper much fanfare hoped would end debate could proceed plan massive expansion aviation yet year later protester still stronger ever judgement justice sullivan expected early february,politics
discriminated rom government immigration rule racially discriminated rom gypsy seeking entry law lord ruled follows home office move cut asylum claim stopping people mostly rom boarding flight britain czech capital prague civil right group liberty said exposed racism heart government asylum policy home office said meant discriminate anyone said would look implication ruling pointed control longer place czech entitled free movement across europe screening took place airport july time concern number asylum seeker entering britain refused preclearance effectively prevented travelling airline would carry lady hale sitting lord bingham steyn hope carswell said many rom good reason want leave czech republic persecution said treated sceptically nonroma passenger immigration officer acting racial ground lady hale said immigration officer treated wouldbe passenger way using intrusive questioning specific reason liberty said statistic suggested rom czech time likely stopped british immigration official prague airport nonroma czech took case six unnamed rom czech refused entry britain european rom right centre said measure unfairly penalised rom people lost high court action october judge said system less objectionable visa control system ruled obligation britain take step prevent potential refugee approaching border claim asylum court appeal decided practice almost inevitably discriminated rom justified likely seek asylum immigration law allows official discriminate citizen named country allow officer responding ruling home office spokesman said scheme operated two year ago shortterm response high level passenger travelling prague subsequently found ineligible entry welcoming ruling maeve sherlock chief executive refugee council said human right abuse rom eastern europe well documented hugely troubling government sought deny entry vulnerable group amnesty international jan shaw said government asylum policy operated discriminatorily bleakly ironic given discrimination often lie heart serious human right abuse least czech republic chairman migration watch sir andrew green said house lord decision step wrong direction basic point government duty control border decision appears extend race relation legislation beyond sensible limit,politics
howard pitch ethnic vote michael howard make pitch britain ethnic vote urging people feel taken granted tony blair vote conservative say conservative share value minority want build better britain everyone whatever colour skin religion make talent tory leader argue positive discrimination saying outdated unjust set family family lead ethnic community doubt ability argue howard son immigrant acknowledge racial discrimination still exists people ethnic community example still earn less white counterpart say arguing answer helping everyone get free enterprise free trade free speech tory leader also call religious tolerance arguing hindu sikh well muslim got caught downdraft islamaphobia one terrible side effect howard make speech visit support tory parliamentary hopeful robert light sayeeda warsi first british muslim woman selected run conservative candidate attack labour record government issue tax set tory plan immigration quota set howard also attack lib dems wanting abolish faith school introduce compulsory sex education age seven give contraceptive school age say people ethnic minority feel blair liberal democrat take vote granted come join say lib dem president simon hughes branded howard arrogant wrong claiming tory natural party britain ethnic minority given tory considerably reduced support urban area many black asian briton live time power evidence simply support claim conservative party community said,politics
observer monitor election minister invite international observer check forthcoming general election fairly run move come amid claim poll could marred electoral fraud report two committee called thursday urgent change electoral registration system combat vote rigging boost turnout written response labour gordon prentice government said would normally invite observer election junior constitutional affair minister christopher leslie said fully expect repeat previous practice date next general election announced government looked way boosting voter turnout fell last general election trial allpostal ballot four english region last summer hit delay fraud allegation liberal democrat peer lord greave called last week international observer general election saying otherwise could month court challenge scale seen since century thursday report drawn two committee scrutinising work office deputy prime minister odpm department constitutional affair dca said growth postal voting strong case tighten fraud protection requiring voter register individually rather household also said three million people eligible vote registered figure general election suggest people aged black voter electoral roll young people shared accommodation thought miss one act head household fill form odpm committee chairman andrew bennett said individual voter registration opposed registration household quickly introduced could dramatically reduce chance fraud counterpart dca committee alan beith said delayed measure likely increase registration put place proved effective shadow constitutional affair secretary oliver heald accused government dragging foot badly needed measure vital move ahead northern ireland system individual electoral registration safeguard integrity britain electoral system said report said individual registration treated carefully voter disappeared electoral roll northern ireland introduced report said government consider fine unregistered voter accepted many expert said would expensive system would hard enforce said incentive register council tax rebate likely seen gimmick risked undermining integrity system said instead called imaginative campaign boost interest,politics
rebate unjustified chirac french president jacques chirac called rebate european union unjustified speaking summit meeting said unless put discussion would never able reach agreement medium term finance earlier foreign secretary jack straw said prepared veto bid reduce rebate secured margaret thatcher said remained justified less farm money came chirac told reporter brussels one reasonable budgetary balance put back table british cheque longer justified past government official responded even rebate pay two half time france contributes budget without would pay time much france deal future financing protect rebate member gearing tough negotiation budget plan period bloc luxembourg presidency hoping strike deal june summit earlier conservative graham brady said rebate crucial test firmly minister prepared stand britain commission president jose manuel barroso indicated want rebate come end straw said well veto rebate wanted keep tight rein national contribution france germany austria netherlands sweden want budget capped member state combined national income european commission urged increase straw said commission proposal would mean hike budget shadow europe minister brady said believe essential britain keep rebate think crucial test firmly british government prepared stand britain internationally europe already one biggest net contributor foreign secretary meanwhile said justice rebate remained one lowest net receipt country relatively small size agriculture sector efficiency continues case independence party leader roger knapman said rebate set stone reason negotiate extraordinary time becoming biggest contributor lose rebate well british taxpayer going bled rate think everyone european project leader holding talk brussels reenergise sluggish european economy prime minister tony blair meeting counterpart finalise package measure aimed stimulating growth boosting employment ahead series referendum european constitution plan could introduce free market everything computer service construction critic including germany france believe liberalisation could result company shifting staff cheaper base eastern europe undercutting large economy undermining social protection also concern number worker eastern european country head west exacerbating already high unemployment level germany straw insisted nothing fear service directorate european country overall benefited hugely free market good said talking developing market internal market service britain low unemployment meant less neurosis people coming eastern european country country like germany france frankly tighter social market much higher level unemployment increasing anxiety people coming said,politics
need tax cut tory insist major change direction needed britain prosper shadow chancellor said tory party spring conference began oliver letwin said could compete country without tax cut promising tory cochairman liam fox opened forum brighton attack labour record party leader michael howard due speak later tony blair said conservative policy would cause economic failure letwin said britain fallen fourth international economic competitiveness league country compete country prosper unless something burden regulation tax economy said going take great challenge challenge like posed chinese indian got something getting burden regulation getting burden tax said fact carefully costed fully funded plan laid saving absolutely crucial delivering economy prosper provide people job indeed provide public service money need sustainable longterm basis letwin said voting labour meant choosing higher tax borrowing waste earlier fox said labour rule characterised lost trust failure deliver also attacked government failure control immigration asylum criticised record telling delegate labour trusted education crime tory government would sort shamble immigration put patient statistic bring discipline school said michael howard due welcome delegate conference friday address lunchtime speech welcome address postponed stayed london lead party opposition prevention terrorism bill lengthy progress parliament bill finally passed friday evening hour debate howard likely defend party handling bill passed conservative accepted prime minister tony blair promise would able review within year,politics
brown target oaps homebuyers gordon brown doubled level house buyer pay stamp duty put economy heart labour election campaign chancellor also unveiled oneoff council tax refund pensioner rise child tax credit brown put pint beer bottle wine cigarette froze petrol duty september tory called vote pay later budget lib dems branded sticking plaster election tory leader michael howard predicted budget would nothing help labour faltering election campaign government chancellor run solution problem britain face howard told answer tax spend waste get people vote pay later ended response election challenge labour saying bring liberal democrat leader charles kennedy attacked brown failing mention environment record social justice right britain today poorest pay tax proportion income richest asked kennedy criticised brown failing mention ticking bomb council tax revaluation saying high time system replaced local tax based ability pay minute speech brown told defied pundit hitting growth target said budget struck balance tax cut affordable investment essential stability paramount rejected acrosstheboard tax cut favour targeted help family child tax credit rise line earnings giving family extra week contrast personal income tax allowance rise line inflation next month brown told child benefit would rise maximum week first child two child despite giveaway budget document show brown clawed back clampdown tax avoidance increased revenue windfall tax oil company also scrapped stamp duty relief commercial property disadvantaged area measure brought three year ago bbc political editor andrew marr suggested sweetener big enough transforming effect voter trust brown economic stewardship would central election issue said brown also unveiled plan memorial queen mother funded special coin celebrate queen birthday measure include equal tax status samesex couple deal council mortgage lender boost low cost home ownership level people start paying inheritance tax also rise april brown said met financial golden rule surplus said public borrowing would continue fall next five year economy grown consecutive quarter said forecast continue next year forecast first valueformoney saving identified gershon review achieved chancellor said civil servant post axed relocated south east england added snp leader alex salmond said brown failed tartan test measure boost scottish economy simon thomas plaid cymru called budget middle england independence party leader roger knapman attacked plan pensioner saying needed money dignity allowed spend want free bus ride green party said budget wasted opportunity environmental protection adding brown obviously eye coming election taken eye need planet,politics
demand budget leak answer minister asked explain budget detail printed london newspaper half hour gordon brown made speech tory said large chunk budget appeared leaked describe serious breach treasury confidentiality lib dems called common leader peter hain make statement said chancellor resigned leak told would brought speaker michael martin attention common tory frontbencher andrew tyrie demanded immediate ministerial statement measure clearly least apparently leaked evening standard raising point order said latest long line discourtesy house well breach confidentiality said hope unintentional planned would grave matter indeed previous labour chancellor resigned leaked budget hugh dalton resigned leaking detail budget journalist john carvel published london newspaper minute announced house common liberal democrat david law said serious matter said hain make statement thursday deputy speaker sylvia heal agreed concern said nothing could done immediately issue would brought martin attention,politics
casino trick face ban controversial new casino banned using american trick trade ensure socially responsible suggested culture secretary tessa jowell said proposed supercasinos different counterpart america pheromone reportedly released machine encourage aggressive gambling clock often removed wall eight supercasinos proposed gambling bill becomes law jowell said legislation would ban psychological trickery told time british casino quite different overseas act socially responsible way tightly regulated run according british rule well simply allow trick people subjected unawares increase risk problem gambling one tactic used simulating daylight nighttime lull player remaining table slot machine casino also frequently offer free food drink hotel accommodation keep punter betting spokesman british casino association represents industry said government trying allay fear vega said way licence awarded meant firm massive disadvantage foreign company would certain win contract industry one world respected said lowest level problem gambling world certainly dont use pheremones gambling industry totally frozen time foreign company take,politics
blair defends terror law change prime minister defended measure allow house arrest without trial saying several hundred people plotting terror attack government facing opposition tory lib dem backbencher prepares final common debate change tony blair said could concession basic principle blair told bbc control order would used limited circumstance critic opposition civil right activist worried home secretary power issue detention order government far resisted pressure judge responsible making order instead saying judge able quash explanation sent home secretary charles clarke peer ahead final debate house common sunday conservative shadow home secretary david davis claimed judge would get power issue detention order liberal democrat leader charles kennedy said concession already offered government lastminute negotiation labour voted legislation last week barbara follett whose first husband killed house arrest south africa apartheid era confirmed would vote government government continuing insist control order must issued home secretary blair told bbc radio woman hour advised police security service say got give power mere surveillance people several hundred country believe engaged plotting trying commit terrorist act got give power surveying able sure enough proof prosecute beyond reasonable doubt restriction liberty use limited circumstance yougov poll daily telegraph suggested respondent thought action sometimes necessary people committed offence found intelligence service planning terrorist attack tory leader michael howard told bbc news government making mistake rushing antiterrorism legislation much hope would possible reach compromise said meeting tony blair left impression really wasnt interested various proposal put forward clarke want house arrest power replace indefinite jail terror suspect something law lord ruled basis breach human right bbc political correspondent vicky young said form concession measure likely needed get legislation house lord labour majority would require support party shami chakrabarti director civil liberty pressure group liberty said able issue control order main issue said legislation travesty perversion justice would remain unpalatable even judge involved early process,politics
election could terror target terrorist might try target runup election london senior police officer said sir ian blair said terror group would remember effect madrid bomb spain general election last year potential target royal wedding presidency european union said refused say specific information risk prepoll attack similarly cautious said threat real comment come tony blair defended controversial antiterror proposal warning would wrong wait attack acting sir ian told meeting metropolitan police authority would unwise speculate whether specific information risk preelection attack said terrorist long memory understand happened madrid know impact spanish electorate year responsible presidency presidency royal wedding general election obvious enormous target deal sir ian said debate antiterror plan one politician police would enforce new power home secretary charles clarke also warned madridstyle preelection bombing could happen asked sir ians comment prime minister official spokesman said believe threat real spokesman declined comment whether security service received specific intelligence relating possible attack election campaign said disclose security advice received earlier writing daily telegraph prime minister conceded plan detain suspect house arrest without trial difficult issue government common approved measure despite considerable opposition government majority halved labour rebel joined tory lib dem opposition blair insisted greater civil liberty live free terrorist attack tory leader michael howard accused blair steamrolling house arrest plan using national security political point scoring liberal democrat leader charles kennedy say plan example labour authoritarian response crisis prevention terrorism bill proposes control order well house arrest could impose curfew tagging ban telephone internet use would replace current power detain foreign terror suspect without trial law lord ruled critic concerned would home secretary judge decided impose control order plan face common scrutiny monday passing lord,politics
